location_key,display_name,location_type,building,is_online,is_external,source_reference,notes
pb6,P.Bucovina 6,room,PB,false,false,orar.usv.ro,"ID: 595, Capacitate: 0"
pb7,P.Bucovina 7,room,PB,false,false,orar.usv.ro,"ID: 596, Capacitate: 0"
"foaier,_f","Foaier, Auditorium, corp F ",room,F,false,false,orar.usv.ro,"ID: 598, Capacitate: 0"
pb2,PB2,room,PB,false,false,orar.usv.ro,"ID: 600, Capacitate: 0"
c406,C406,room,C,false,false,orar.usv.ro,"ID: 604, Capacitate: 0"
pb5,PB5,room,PB,false,false,orar.usv.ro,"ID: 607, Capacitate: 0"
pb201,P. Bucovina 201,room,PB,false,false,orar.usv.ro,"ID: 608, Capacitate: 0"
pb202,P.Bucovina 202,room,PB,false,false,orar.usv.ro,"ID: 609, Capacitate: 0"
n108,N108,room,N,false,false,orar.usv.ro,"ID: 612, Capacitate: 0"
a_012,A 012,room,A,false,false,orar.usv.ro,"ID: 613, Capacitate: 0"
pb002,PB002,room,PB,false,false,orar.usv.ro,"ID: 618, Capacitate: 0"
037a,037a,room,A,false,false,orar.usv.ro,"ID: 620, Capacitate: 0"
bicom_2,Bicom 2,room,Bicom,false,false,orar.usv.ro,"ID: 622, Capacitate: 0"
_online,_on-line,room,,false,false,orar.usv.ro,"ID: 624, Capacitate: 999"
c407,C407,room,C,false,false,orar.usv.ro,"ID: 628, Capacitate: 20"
b110a_lab_sahp,B110a Laborator Sist de act,laboratory,B,false,false,orar.usv.ro,"ID: 633, Capacitate: 0"
pb301,P. Bucovina 301,room,PB,false,false,orar.usv.ro,"ID: 634, Capacitate: 0"
037b,037b,room,A,false,false,orar.usv.ro,"ID: 635, Capacitate: 0"
ed005,ED005,room,E,false,false,orar.usv.ro,"ID: 641, Capacitate: 0"
ed007,ED007,room,,false,false,orar.usv.ro,"ID: 645, Capacitate: 0"
ed026,ED026,room,,false,false,orar.usv.ro,"ID: 646, Capacitate: 0"
pb302,P.Bucovina 302,room,PB,false,false,orar.usv.ro,"ID: 655, Capacitate: 0"
a035,A035,room,A,false,false,orar.usv.ro,"ID: 656, Capacitate: 0"
ch_3,Corp CH - CreativeHUB 3,room,,false,false,orar.usv.ro,"ID: 657, Capacitate: 0"
ch1,CreativeHUB 1,room,CH,false,false,orar.usv.ro,"ID: 658, Capacitate: 0"
ch2,CreativeHUB 2,room,CH,false,false,orar.usv.ro,"ID: 659, Capacitate: 0"
ch4,CreativeHUB 4,room,CH,false,false,orar.usv.ro,"ID: 661, Capacitate: 0"
b113_lab_bia,Bazele Ing Autovehic,room,B,false,false,orar.usv.ro,"ID: 662, Capacitate: 0"
lb4,LB4,laboratory,,false,false,orar.usv.ro,"ID: 666, Capacitate: 0"
radio_usv,corp F - Sala 110 Radio USV,room,F,false,false,orar.usv.ro,"ID: 667, Capacitate: 18"
bookcafe,BookCafe,room,,false,false,orar.usv.ro,"ID: 672, Capacitate: 0"
b103_lab_sra,B103 Laborator Sist Rob AV,laboratory,B,false,false,orar.usv.ro,"ID: 673, Capacitate: 0"
e116,E116 Director Biblioteca,room,E,false,false,orar.usv.ro,"ID: 674, Capacitate: 0"
b206c_birou_cd,B206c Birou CD,room,B,false,false,orar.usv.ro,"ID: 675, Capacitate: 0"
a208,A208 Birou,room,A,false,false,orar.usv.ro,"ID: 676, Capacitate: 0"
c_practica,Centru de practică,room,,false,false,orar.usv.ro,"ID: 677, Capacitate: 0"
c401e,C401e,room,C,false,false,orar.usv.ro,"ID: 680, Capacitate: 0"
ed042,Centru Media,room,E,false,false,orar.usv.ro,"ID: 681, Capacitate: 0"
cl1_-_sala_ii.5,CNI Spiru Haret - Sala II.5,room,,false,false,orar.usv.ro,"ID: 683, Capacitate: 30"
cl2_-_sala_ii.4,CNI Spiru Haret - Sala II.4,room,,false,false,orar.usv.ro,"ID: 685, Capacitate: 30"
cl3_-_sala_ii.6,CNI Spiru Haret - Sala II.6,room,,false,false,orar.usv.ro,"ID: 689, Capacitate: 30"
sl_(a103),Sala lectura,room,A,false,false,orar.usv.ro,"ID: 690, Capacitate: 90"
spb_(a047),Sala periodice Biblioteca USV,room,A,false,false,orar.usv.ro,"ID: 691, Capacitate: 30"
b313,B313,room,B,false,false,orar.usv.ro,"ID: 692, Capacitate: 30"
c410,C410,room,C,false,false,orar.usv.ro,"ID: 699, Capacitate: 2"
h302,H302,room,H,false,false,orar.usv.ro,"ID: 701, Capacitate: 0"
pb401,PB401,room,,false,false,orar.usv.ro,"ID: 706, Capacitate: 0"
spital,Sectii clinice SCJSV,room,,false,false,orar.usv.ro,"ID: 709, Capacitate: 0"
d101a,D101a,room,D,false,false,orar.usv.ro,"ID: 710, Capacitate: 25"
j7,J7,room,J,false,false,orar.usv.ro,"ID: 714, Capacitate: 30"
ambulator_scju,Ambulator SCJU/Sectii clinice,room,,false,false,orar.usv.ro,"ID: 717, Capacitate: 0"
rectorat,Rectorat,room,E,false,false,orar.usv.ro,"ID: 724, Capacitate: 0"
lab_bm_scjusv,Lab biologie moleculara SCJUSV,laboratory,,false,false,orar.usv.ro,"ID: 726, Capacitate: 0"
clinici,Clinici,room,,false,false,orar.usv.ro,"ID: 727, Capacitate: 0"
patinoar,Patinoar,sports,,false,false,orar.usv.ro,"ID: 728, Capacitate: 0"
d011a,D011a,room,D,false,false,orar.usv.ro,"ID: 730, Capacitate: 0"
sala_psihoconsil,Sala de psiho-consiliere,room,,false,false,orar.usv.ro,"ID: 731, Capacitate: 0"
spital_lab_bm,Lab Biologie moleculara Spital,laboratory,,false,false,orar.usv.ro,"ID: 732, Capacitate: 0"
oe,Operator economic,room,,false,false,orar.usv.ro,"ID: 733, Capacitate: 0"
pb403,PB403,room,PB,false,false,orar.usv.ro,"ID: 740, Capacitate: 0"
sem_nursing_i+ii,Sală Demonstrație Nursing I+II,room,,false,false,orar.usv.ro,"ID: 741, Capacitate: 0"
a037,A037,room,,false,false,orar.usv.ro,"ID: 742, Capacitate: 0"
h111,H111,room,H,false,false,orar.usv.ro,"ID: 743, Capacitate: 0"
p102,P102 Laborator Informatică,laboratory,P,false,false,orar.usv.ro,"ID: 744, Capacitate: 22"
p103,P103 - Laborator didactic,laboratory,P,false,false,orar.usv.ro,"ID: 745, Capacitate: 35"
p104,P104 - Sală curs 1,room,P,false,false,orar.usv.ro,"ID: 746, Capacitate: 100"
p101,P101 Birou,room,P,false,false,orar.usv.ro,"ID: 747, Capacitate: 0"
p201,P201 Birou,room,P,false,false,orar.usv.ro,"ID: 748, Capacitate: 0"
p202,P202 - Laborator Gamificare,laboratory,P,false,false,orar.usv.ro,"ID: 749, Capacitate: 12"
p203,P203 Centru Educatie Timpurie,room,P,false,false,orar.usv.ro,"ID: 750, Capacitate: 35"
p204,P204 Sala Curs 2,room,P,false,false,orar.usv.ro,"ID: 751, Capacitate: 100"
p301,P301 Birou,room,P,false,false,orar.usv.ro,"ID: 752, Capacitate: 0"
p302,P302 Laborator Neuroștiințe,laboratory,P,false,false,orar.usv.ro,"ID: 753, Capacitate: 22"
p303,P303 Sala seminar,room,P,false,false,orar.usv.ro,"ID: 754, Capacitate: 35"
p304,P304 Sala curs 3,room,P,false,false,orar.usv.ro,"ID: 755, Capacitate: 56"
p305,P305 Lab de psihodiagnostic,laboratory,P,false,false,orar.usv.ro,"ID: 756, Capacitate: 22"
sala_spital_sv,Sala Sedinte Spital SV,room,,false,false,orar.usv.ro,"ID: 757, Capacitate: 0"
a047,A047,room,A,false,false,orar.usv.ro,"ID: 758, Capacitate: 0"
e006,E006,room,,false,false,orar.usv.ro,"ID: 759, Capacitate: 0"
cs_spital,Centru de simulare Spital Onco,room,,false,false,orar.usv.ro,"ID: 760, Capacitate: 0"
online_google_meet,Online — Google Meet,online,,true,false,manual,Added for flexibility
online_ms_teams,Online — Microsoft Teams,online,,true,false,manual,Added for flexibility
online_zoom,Online — Zoom,online,,true,false,manual,Added for flexibility
online_discord,Online — Discord,online,,true,false,manual,Added for flexibility
hybrid_meet,Hybrid — Campus USV + Google Meet,hybrid,,true,false,manual,Added for flexibility
external,External Location,external,,false,true,manual,Added for flexibility
other,Other / Custom location,unknown,,false,false,manual,Added for flexibility
